crop_type,state,year,month,avg_price_per_tonne,min_price_per_tonne,max_price_per_tonne
Wheat,Karnataka,2020,2,26283.39,23688.89,28440.87
Cotton,Maharashtra,2023,1,55472.46,50458.03,63769.67
Maize,Madhya Pradesh,2022,10,18470.3,16337.01,19494.91
Wheat,Uttar Pradesh,2021,6,22745.74,19798.44,24835.38
Cotton,Punjab,2023,2,58993.03,50854.14,62341.5
Rice,Maharashtra,2022,8,18789.23,17331.24,21473.85
Rice,Karnataka,2021,11,19144.85,17254.09,20769.93
Rice,Uttar Pradesh,2021,2,22419.83,19897.21,24933.83
Maize,Karnataka,2022,12,18552.67,15835.8,21325.05
Rice,Madhya Pradesh,2023,6,21929.11,19150.1,23143.61
Rice,Madhya Pradesh,2022,6,22852.84,20204.75,25010.57
Maize,Karnataka,2023,2,20328.97,18653.02,22379.95
Sugarcane,Maharashtra,2022,12,3548.54,3187.74,4076.17
Rice,Uttar Pradesh,2024,11,19737.72,18266.41,21215.3
Cotton,Maharashtra,2024,4,60383.98,56504.49,63991.12
Maize,Uttar Pradesh,2022,10,17114.65,15756.38,18561.83
Sugarcane,Madhya Pradesh,2020,12,3896.32,3443.31,4413.57
Sugarcane,Uttar Pradesh,2024,11,3361.24,2857.25,3632.77
Rice,Punjab,2023,11,18598.0,15935.11,19875.91
Sugarcane,Maharashtra,2020,6,3367.05,3049.05,3633.51
Wheat,Uttar Pradesh,2023,3,23153.74,21708.73,26407.53
Maize,Maharashtra,2024,8,15335.55,13791.19,16608.64
Cotton,Punjab,2024,7,52881.62,46525.6,57220.03
Maize,Karnataka,2020,2,20438.35,17708.37,23060.92
Cotton,Madhya Pradesh,2020,11,57299.99,49414.63,60569.16
Cotton,Maharashtra,2022,2,57328.71,53943.05,61285.13
Cotton,Maharashtra,2023,4,60261.06,51691.07,69031.75
Sugarcane,Uttar Pradesh,2022,5,4050.07,3542.58,4600.74
Cotton,Karnataka,2021,3,64837.3,55197.48,71397.41
Cotton,Punjab,2022,1,58243.17,53988.17,66599.87
Maize,Maharashtra,2023,8,16293.25,14312.29,17578.74
Maize,Madhya Pradesh,2020,11,18658.88,16563.59,20325.72
Rice,Maharashtra,2020,11,17782.72,16344.54,18969.83
Sugarcane,Punjab,2020,3,3954.91,3484.4,4351.72
Maize,Maharashtra,2021,5,19489.48,17824.17,20767.55
Cotton,Uttar Pradesh,2022,2,64383.36,58247.92,68165.54
Sugarcane,Maharashtra,2021,11,3103.71,2650.51,3343.93
Wheat,Uttar Pradesh,2020,5,22051.58,20851.2,25257.07
Maize,Karnataka,2020,10,17083.09,14826.58,18607.27
Rice,Maharashtra,2020,5,20876.27,19723.44,22214.85
Wheat,Karnataka,2024,11,21714.11,20587.71,23628.46
Sugarcane,Maharashtra,2022,1,3722.13,3452.36,4035.75
Rice,Maharashtra,2021,8,17091.78,14777.59,19549.69
Cotton,Uttar Pradesh,2022,1,61400.79,57825.1,69919.96
Rice,Karnataka,2022,10,20545.92,17605.87,22261.07
Rice,Uttar Pradesh,2020,10,19479.58,17168.72,21691.77
Maize,Madhya Pradesh,2020,5,19538.89,17773.49,22107.05
Sugarcane,Punjab,2023,2,3809.6,3383.73,4050.47
Rice,Karnataka,2021,3,22705.68,19980.77,25300.47
Cotton,Madhya Pradesh,2024,12,57448.08,52283.18,64319.33
Rice,Punjab,2023,6,21490.86,18705.83,23573.41
Cotton,Karnataka,2023,12,57026.92,53040.39,60905.66
Maize,Punjab,2022,3,21362.46,18212.24,23904.69
Wheat,Karnataka,2023,2,24121.7,21265.94,25462.24
Sugarcane,Uttar Pradesh,2022,12,3395.74,3017.73,3592.89
Maize,Karnataka,2024,5,20566.21,17783.94,22207.35
Wheat,Karnataka,2021,1,24478.25,21108.2,26455.31
Wheat,Maharashtra,2020,10,19857.57,18717.86,21171.53
Wheat,Karnataka,2022,2,25691.05,24109.71,28398.87
Sugarcane,Karnataka,2021,7,3813.88,3445.67,4079.12
Wheat,Madhya Pradesh,2023,5,23740.89,21983.65,25732.33
Cotton,Maharashtra,2022,8,46175.32,43645.2,51891.49
Rice,Karnataka,2020,4,23985.99,20507.08,25801.88
Rice,Madhya Pradesh,2020,7,20763.0,18614.1,22272.43
Wheat,Maharashtra,2023,6,22331.87,19928.45,24212.51
Cotton,Madhya Pradesh,2024,8,54738.53,51791.14,59910.51
Maize,Uttar Pradesh,2021,8,15122.29,14229.39,16738.8
Maize,Punjab,2020,7,17296.09,16019.94,19565.0
Cotton,Punjab,2022,3,59510.16,55632.91,64647.41
Cotton,Uttar Pradesh,2020,3,57672.99,53600.9,65983.62
Wheat,Madhya Pradesh,2024,1,26480.8,24640.64,30042.57
Rice,Uttar Pradesh,2022,2,23311.88,20736.04,24596.98
Sugarcane,Karnataka,2020,10,3680.79,3294.44,4140.51
Wheat,Punjab,2020,12,21403.19,18956.77,23831.9
Cotton,Punjab,2023,12,57711.24,52203.83,61774.48
Cotton,Uttar Pradesh,2020,11,52313.88,45993.9,58845.84
Rice,Maharashtra,2021,11,17500.98,16568.65,19627.57
Maize,Uttar Pradesh,2020,5,19573.34,18510.77,21387.99
Cotton,Punjab,2022,7,55906.39,50455.79,62655.85
Sugarcane,Uttar Pradesh,2020,9,3265.6,2858.11,3574.76
Rice,Uttar Pradesh,2024,10,18736.01,15927.38,19746.38
Wheat,Punjab,2020,1,23191.97,21979.69,24913.63
Rice,Uttar Pradesh,2021,1,22800.3,20635.78,24289.49
Sugarcane,Uttar Pradesh,2021,8,3405.7,3142.82,3780.41
Maize,Uttar Pradesh,2023,12,19518.75,18494.82,21614.21
Cotton,Karnataka,2024,2,65441.26,57860.81,72956.96
Rice,Karnataka,2023,11,19790.56,18436.38,21962.2
Sugarcane,Maharashtra,2021,9,3014.8,2681.25,3308.27
Maize,Uttar Pradesh,2021,7,17413.0,16315.37,18437.12
Sugarcane,Maharashtra,2022,4,3962.97,3676.37,4497.0
Sugarcane,Maharashtra,2021,12,3451.0,2990.46,3867.4
Maize,Maharashtra,2022,7,15948.87,14410.36,17759.58
Maize,Karnataka,2020,8,16905.04,14439.44,18294.75
Cotton,Uttar Pradesh,2022,10,50565.03,45810.63,57431.43
Rice,Punjab,2022,9,17628.37,16664.31,19777.7
Maize,Maharashtra,2020,9,17901.4,16881.32,19740.93
Rice,Uttar Pradesh,2021,3,22271.77,19605.34,24571.27
Sugarcane,Punjab,2024,7,3455.05,3131.8,3835.31
Sugarcane,Uttar Pradesh,2023,2,3885.72,3542.69,4456.85
Wheat,Karnataka,2021,12,22107.5,20399.99,25252.52
Rice,Uttar Pradesh,2021,3,23386.24,20327.37,26114.68
Rice,Punjab,2022,6,21847.31,19932.13,24255.91
Rice,Madhya Pradesh,2022,10,22881.44,20214.48,25213.77
Rice,Punjab,2024,1,20296.51,17653.0,22945.56
Sugarcane,Karnataka,2024,5,4232.1,3782.53,4560.83
Cotton,Karnataka,2020,5,59084.81,53520.03,64089.31
Maize,Maharashtra,2023,8,14582.58,13470.12,15365.25
Wheat,Maharashtra,2021,1,23131.3,20759.81,25065.82
Rice,Punjab,2024,7,21023.38,18889.54,22254.1
Wheat,Madhya Pradesh,2020,3,26532.71,25133.01,29233.77
Rice,Maharashtra,2023,5,19633.14,17637.43,21457.35
Sugarcane,Karnataka,2024,5,3999.2,3429.27,4241.62
Wheat,Maharashtra,2020,7,20362.9,17705.46,22409.19
Cotton,Maharashtra,2020,8,51978.51,48177.57,54899.42
Wheat,Karnataka,2024,8,20216.94,17258.11,21334.42
Rice,Punjab,2023,7,19578.68,18275.06,20788.59
Maize,Maharashtra,2020,5,18828.84,17593.66,20264.37
Cotton,Karnataka,2023,9,50877.41,45391.36,53624.4
Rice,Karnataka,2024,1,24429.94,22160.17,26463.55
Sugarcane,Uttar Pradesh,2022,12,3390.86,2989.22,3596.56
Cotton,Madhya Pradesh,2023,10,52107.63,48286.04,59748.04
Wheat,Uttar Pradesh,2023,11,21450.22,20313.52,24378.33
Wheat,Maharashtra,2022,1,24858.39,21838.61,27669.3
Rice,Punjab,2023,8,19435.44,17405.7,21344.03
Maize,Maharashtra,2024,1,18171.56,16023.75,20760.36
Cotton,Karnataka,2024,3,66760.93,57122.15,73341.12
Rice,Madhya Pradesh,2021,3,23964.76,21679.5,25761.5
Maize,Maharashtra,2022,8,17130.44,15148.92,19446.56
Rice,Madhya Pradesh,2022,1,23380.7,20106.42,24587.21
Rice,Uttar Pradesh,2020,3,25694.65,24316.61,27948.04
Rice,Karnataka,2024,4,22297.92,20476.43,25492.25
Maize,Uttar Pradesh,2021,5,19819.13,17987.18,21060.04
Wheat,Madhya Pradesh,2023,1,26556.42,23652.25,30220.78
Rice,Punjab,2024,7,19828.64,18140.59,22603.16
Rice,Karnataka,2022,6,20249.09,17838.82,21670.16
Maize,Uttar Pradesh,2023,6,19006.67,17883.05,21402.27
Sugarcane,Uttar Pradesh,2024,6,3431.88,2980.26,3863.08
Wheat,Punjab,2021,5,24721.38,22185.36,26515.63
Sugarcane,Punjab,2021,2,3801.13,3354.94,4169.29
Cotton,Madhya Pradesh,2020,7,56741.14,49069.5,65165.24
Wheat,Punjab,2020,3,24256.82,21112.01,27335.16
Maize,Maharashtra,2021,6,17724.94,15820.41,19613.38
Rice,Uttar Pradesh,2023,1,23151.17,21727.93,24509.46
Rice,Madhya Pradesh,2023,5,22455.68,20296.26,25629.18
Rice,Maharashtra,2024,12,21139.56,18251.25,24173.92
Sugarcane,Uttar Pradesh,2020,8,3256.98,3013.17,3726.42
Sugarcane,Uttar Pradesh,2022,6,3447.74,3254.04,3715.14
Maize,Punjab,2024,6,19638.45,17345.02,21996.65
Maize,Karnataka,2023,8,17963.57,16595.73,18976.35
Maize,Karnataka,2022,2,20201.47,17953.5,21782.77
Wheat,Madhya Pradesh,2023,7,24058.18,22799.02,26168.57
Rice,Karnataka,2023,9,19966.19,18572.23,21832.09
Cotton,Punjab,2020,2,60407.43,57071.04,64749.35
Sugarcane,Uttar Pradesh,2023,6,3680.57,3248.55,4142.92
Maize,Maharashtra,2020,6,19402.91,17355.08,21813.47
Cotton,Karnataka,2024,11,51176.23,44668.31,54034.21
Wheat,Uttar Pradesh,2021,8,20631.57,17883.49,22395.15
Rice,Karnataka,2023,7,18249.99,16242.46,19267.23
Wheat,Madhya Pradesh,2023,12,24813.57,21468.06,27537.62
Cotton,Madhya Pradesh,2022,2,65115.1,59676.29,71101.36
Cotton,Uttar Pradesh,2024,4,60131.86,54146.56,63182.67
Maize,Punjab,2021,5,20768.59,19089.91,23180.53
Rice,Uttar Pradesh,2022,9,18609.19,17639.71,20322.61
Sugarcane,Madhya Pradesh,2021,2,4039.42,3636.26,4608.95
Wheat,Maharashtra,2023,10,20775.52,19316.67,23610.06
Rice,Maharashtra,2023,12,21638.36,19381.24,23748.33
Wheat,Karnataka,2021,12,23747.21,21840.7,25132.2
Sugarcane,Karnataka,2022,9,3322.41,3110.76,3648.19
Sugarcane,Karnataka,2024,12,3725.07,3321.71,4238.29
Sugarcane,Punjab,2023,9,3082.29,2682.82,3491.14
Maize,Madhya Pradesh,2022,10,17171.6,16264.67,18910.42
Wheat,Punjab,2020,9,20288.59,17835.45,22255.38
Cotton,Madhya Pradesh,2020,9,52269.87,45436.51,55558.02
Cotton,Uttar Pradesh,2023,4,64336.67,56602.5,72572.07
Wheat,Madhya Pradesh,2022,3,24438.92,21179.22,26474.02
Wheat,Maharashtra,2021,1,22923.31,21639.43,24855.81
Maize,Maharashtra,2024,6,17991.64,15615.24,20494.53
Maize,Madhya Pradesh,2023,12,19716.28,17666.49,22101.3
Sugarcane,Punjab,2021,6,3618.71,3177.89,3866.34
Maize,Maharashtra,2021,2,19100.55,16310.65,20097.31
Sugarcane,Karnataka,2024,1,3811.72,3418.24,4233.26
Sugarcane,Maharashtra,2022,10,3259.8,2910.46,3431.63
Maize,Maharashtra,2022,8,16797.37,15004.82,18536.81
Cotton,Karnataka,2020,1,61939.76,55603.22,67447.5
Maize,Maharashtra,2021,1,19887.57,18747.83,22795.25
Maize,Punjab,2021,10,15360.89,13838.56,16824.51
Cotton,Karnataka,2023,11,56055.06,49230.64,60421.8
Sugarcane,Karnataka,2023,10,3197.92,2847.74,3677.22
Sugarcane,Madhya Pradesh,2023,11,3610.34,3098.6,3846.64
Cotton,Uttar Pradesh,2023,8,50523.97,45166.22,55629.22
Rice,Madhya Pradesh,2024,11,19663.15,16884.68,21242.53
Wheat,Punjab,2024,6,21201.34,20070.37,24264.31
Maize,Punjab,2021,7,18160.06,17087.88,19079.29
Cotton,Maharashtra,2021,8,45123.68,42013.23,51659.26
Maize,Maharashtra,2023,2,19599.79,16687.65,21084.73
Rice,Karnataka,2024,12,21758.34,19473.59,24353.91
Cotton,Punjab,2021,5,59797.26,54016.8,65212.77
Wheat,Madhya Pradesh,2020,12,21775.75,18877.75,24993.02
Maize,Madhya Pradesh,2021,5,20407.0,18576.99,21891.12
Maize,Punjab,2022,4,21010.68,19001.61,23521.39
Maize,Madhya Pradesh,2024,3,21632.92,19710.49,23517.09
Maize,Madhya Pradesh,2024,6,19447.7,18032.2,20751.6
Maize,Uttar Pradesh,2024,9,15441.27,13791.84,17420.5
Maize,Punjab,2023,12,17298.49,15541.26,19536.94
Cotton,Madhya Pradesh,2023,1,57304.78,53350.63,61535.53
Wheat,Maharashtra,2020,12,22981.27,20049.74,25289.75
Wheat,Maharashtra,2021,8,20275.47,18137.46,23249.82
Cotton,Maharashtra,2023,11,58289.61,52875.67,66237.0
Maize,Punjab,2022,1,19466.58,18236.25,21575.02
Wheat,Karnataka,2020,1,23285.21,21464.34,25315.78
Cotton,Uttar Pradesh,2024,7,54087.81,48108.29,61481.94
Wheat,Uttar Pradesh,2021,1,23047.45,20152.68,26427.9
Wheat,Karnataka,2023,2,26175.04,24778.92,28644.5
Rice,Karnataka,2020,7,19848.24,17508.13,21884.86
Maize,Madhya Pradesh,2024,2,20114.43,18578.64,21224.06
Rice,Maharashtra,2021,4,22661.46,19373.95,24669.92
Maize,Karnataka,2022,7,16903.28,15197.77,18290.59
Sugarcane,Madhya Pradesh,2021,12,3591.05,3121.43,3881.73
Cotton,Madhya Pradesh,2022,10,54068.47,48362.69,59889.18
Sugarcane,Madhya Pradesh,2023,10,3516.34,3334.67,3777.11
Maize,Madhya Pradesh,2020,12,20483.44,18654.93,21689.05
Cotton,Karnataka,2022,2,66024.96,60590.26,69749.39
Wheat,Punjab,2024,6,24100.04,20993.47,27333.35
Rice,Punjab,2023,6,21005.61,17918.53,23828.37
Sugarcane,Madhya Pradesh,2024,12,3520.29,3039.34,4031.9
Maize,Punjab,2024,6,18172.38,15578.57,19442.8
Sugarcane,Uttar Pradesh,2021,9,3487.16,3154.07,3705.33
Wheat,Maharashtra,2022,9,18120.12,15927.09,19458.75
Wheat,Punjab,2024,2,23917.4,22013.65,25633.36
Cotton,Maharashtra,2021,4,56007.69,49660.22,60997.51
Sugarcane,Uttar Pradesh,2024,3,3893.75,3336.18,4211.83
Sugarcane,Punjab,2020,2,4007.26,3513.08,4410.36
Rice,Punjab,2022,8,19128.01,17874.87,20772.4
Maize,Karnataka,2020,5,20379.09,18722.75,22035.57
Wheat,Karnataka,2020,6,23489.94,19989.53,25625.6
Rice,Maharashtra,2023,7,18663.45,16478.67,20890.7
Rice,Madhya Pradesh,2024,4,22708.1,21144.94,24510.93
Wheat,Punjab,2020,2,25523.29,22833.97,28655.04
Maize,Karnataka,2023,6,19693.23,17939.91,22480.02
Cotton,Madhya Pradesh,2020,6,56227.35,48672.43,63265.88
Sugarcane,Maharashtra,2023,6,3209.31,2880.17,3476.89
Rice,Uttar Pradesh,2022,11,20263.25,18397.64,23077.82
Sugarcane,Maharashtra,2024,2,4144.07,3737.43,4372.48
Cotton,Karnataka,2023,6,61119.05,53374.4,67182.07
Cotton,Uttar Pradesh,2021,5,57473.9,51750.26,62202.91
Maize,Uttar Pradesh,2023,4,19836.51,17373.03,21748.72
Cotton,Punjab,2020,11,54406.59,46823.47,61348.2
Cotton,Karnataka,2023,2,65317.58,60797.32,73598.31
Rice,Maharashtra,2022,3,22307.4,20822.45,24710.7
Rice,Maharashtra,2023,3,21175.39,19367.87,23204.76
Sugarcane,Karnataka,2022,7,3432.51,3136.96,3632.09
Rice,Punjab,2023,4,22199.1,19834.93,23958.72
Maize,Punjab,2023,1,18295.09,16816.19,20664.33
Rice,Uttar Pradesh,2021,6,20935.34,18137.03,22200.49
Wheat,Uttar Pradesh,2021,11,19127.17,16462.2,21325.95
Wheat,Uttar Pradesh,2024,5,26270.28,24610.0,29759.46
Cotton,Karnataka,2020,12,56466.17,48630.91,59567.91
Wheat,Uttar Pradesh,2022,6,23097.71,20227.77,24565.94
Sugarcane,Punjab,2023,9,3092.9,2920.62,3436.33
Maize,Maharashtra,2020,3,18510.6,17279.6,20751.03
Wheat,Uttar Pradesh,2020,9,20948.77,18382.75,23335.06
Wheat,Karnataka,2023,8,20714.43,18313.55,23816.77
Cotton,Karnataka,2024,4,60872.08,57406.46,64065.7
Cotton,Uttar Pradesh,2023,8,49594.78,45610.78,55671.76
Cotton,Madhya Pradesh,2020,3,66680.09,60994.56,70869.93
Cotton,Maharashtra,2022,2,62710.95,57381.69,72007.74
Sugarcane,Karnataka,2021,11,3502.59,2991.19,3804.62
Wheat,Uttar Pradesh,2022,2,25793.04,24055.6,28892.07
Maize,Punjab,2023,1,18676.49,16672.31,20486.29
Maize,Uttar Pradesh,2021,9,16793.03,15833.4,18709.26
Sugarcane,Karnataka,2024,8,3434.57,2942.07,3940.33
Sugarcane,Maharashtra,2020,2,3461.94,3067.3,3800.47
Wheat,Punjab,2023,2,25890.03,23721.05,29036.5
Wheat,Madhya Pradesh,2020,3,24941.34,21868.92,26975.73
Rice,Punjab,2020,6,20750.37,17720.4,23028.1
Sugarcane,Karnataka,2023,3,3933.24,3685.33,4480.29
Maize,Karnataka,2020,10,15824.58,13572.69,17677.27
Maize,Punjab,2020,1,17270.58,16098.36,18556.64
Sugarcane,Maharashtra,2022,7,3530.35,3310.45,3792.72
Maize,Punjab,2022,3,19950.71,18056.53,21332.28
Wheat,Madhya Pradesh,2020,8,22309.4,19071.78,25307.18
Maize,Karnataka,2023,11,18738.21,16748.29,20316.71
Maize,Punjab,2020,2,19159.59,17735.36,21233.49
Cotton,Madhya Pradesh,2024,10,54530.5,47368.41,58283.46
Cotton,Karnataka,2020,8,56412.67,48049.48,59509.75
Wheat,Punjab,2020,12,22766.23,20655.28,25770.22
Maize,Uttar Pradesh,2023,8,16057.4,14606.37,17300.58
Wheat,Madhya Pradesh,2021,2,24351.24,20763.35,27359.17
Maize,Karnataka,2022,5,21103.74,19503.41,23583.92
Maize,Madhya Pradesh,2023,1,22076.43,19219.48,23958.4
Sugarcane,Maharashtra,2023,7,3473.76,3287.13,3865.72
Wheat,Punjab,2023,3,25143.45,21834.83,26666.26
Sugarcane,Punjab,2023,9,3269.56,2981.28,3688.54
Maize,Maharashtra,2022,2,20714.28,19063.93,23478.51
Wheat,Punjab,2021,4,23876.07,21823.8,25819.97
Wheat,Karnataka,2021,5,25318.22,23945.9,26668.75
Sugarcane,Uttar Pradesh,2022,5,3612.96,3328.34,3857.16
Wheat,Maharashtra,2020,1,23414.38,20453.36,25742.64
Cotton,Karnataka,2024,3,65286.92,58762.27,74504.03
Sugarcane,Uttar Pradesh,2020,12,3538.86,3059.92,3944.39
Maize,Maharashtra,2022,4,19028.45,17474.64,21109.56
Wheat,Uttar Pradesh,2024,9,20087.5,18590.63,21713.51
Maize,Madhya Pradesh,2022,1,18459.29,17506.96,19921.73
Maize,Karnataka,2021,3,19913.23,17513.32,21614.91
Wheat,Uttar Pradesh,2022,2,23119.52,21767.7,24889.75
Maize,Uttar Pradesh,2024,4,20712.9,19461.46,21962.87
Sugarcane,Maharashtra,2020,1,3795.83,3290.51,4353.18
Wheat,Uttar Pradesh,2022,12,23172.18,20745.78,26522.22
Maize,Punjab,2022,8,15701.68,13642.09,16963.68
Wheat,Punjab,2021,3,25847.6,22210.89,27511.84
Maize,Punjab,2021,11,17281.87,16064.5,18390.3
Cotton,Maharashtra,2021,2,57252.91,49411.1,63799.37
Wheat,Uttar Pradesh,2021,6,22343.52,20457.33,24661.16
Wheat,Punjab,2020,11,22499.77,20648.32,25160.75
Cotton,Madhya Pradesh,2021,4,60727.55,51855.29,66530.47
Sugarcane,Karnataka,2020,12,3843.68,3609.59,4254.76
Wheat,Karnataka,2022,6,23870.91,21899.87,27403.7
Wheat,Maharashtra,2020,5,22133.68,20995.13,24760.24
Rice,Madhya Pradesh,2020,9,20182.46,17371.1,22767.23
Sugarcane,Karnataka,2022,8,3277.13,3083.84,3566.45
Sugarcane,Maharashtra,2023,9,2967.97,2652.7,3208.49
Rice,Uttar Pradesh,2020,2,24546.53,22735.31,28071.85
Maize,Madhya Pradesh,2022,10,18089.64,15833.57,19115.84
Maize,Punjab,2020,4,20475.91,17953.27,23367.53
Wheat,Uttar Pradesh,2022,9,22124.5,19374.76,24822.34
Sugarcane,Madhya Pradesh,2024,10,3599.53,3069.72,3914.6
Rice,Uttar Pradesh,2020,11,18754.4,17484.73,20132.91
Sugarcane,Karnataka,2021,9,3402.03,3113.63,3709.98
Rice,Madhya Pradesh,2021,10,18833.05,16039.94,21487.69
Sugarcane,Uttar Pradesh,2020,9,3314.38,2906.59,3751.77
Sugarcane,Punjab,2021,8,3410.01,3227.73,3892.8
Rice,Maharashtra,2021,9,16770.82,15098.56,18942.83
Sugarcane,Punjab,2022,2,3774.8,3311.15,4271.55
Rice,Madhya Pradesh,2023,3,23460.82,20829.26,24841.25
Maize,Uttar Pradesh,2022,2,19281.93,16710.76,22147.57
Maize,Punjab,2022,5,20916.49,19495.94,22551.07
Sugarcane,Punjab,2020,12,3606.66,3400.63,3966.15
Cotton,Karnataka,2020,1,58507.53,54663.27,64041.68
Maize,Uttar Pradesh,2021,11,18703.36,16223.23,20314.12
Maize,Punjab,2021,5,20105.02,18370.56,21252.41
Rice,Maharashtra,2024,1,21545.79,20460.37,23645.5
Cotton,Madhya Pradesh,2023,4,58572.37,54566.35,64031.71
Sugarcane,Maharashtra,2023,5,3748.81,3518.86,4090.31
Sugarcane,Uttar Pradesh,2022,1,4051.28,3688.41,4509.08
Sugarcane,Karnataka,2021,9,3147.88,2705.15,3310.52
Maize,Punjab,2021,11,17213.69,16135.31,18481.44
Cotton,Uttar Pradesh,2022,6,59087.47,52115.24,65031.93
Sugarcane,Uttar Pradesh,2020,6,3493.19,3025.98,4003.11
Cotton,Madhya Pradesh,2024,12,63365.35,54772.22,66588.23
Sugarcane,Madhya Pradesh,2024,3,4068.33,3466.21,4510.4
Cotton,Karnataka,2020,11,58536.58,49799.78,63937.67
Sugarcane,Karnataka,2022,10,2892.14,2665.99,3164.78
Cotton,Madhya Pradesh,2021,1,59929.84,55813.51,66452.79
Wheat,Maharashtra,2022,11,21748.98,18945.02,23351.27
Wheat,Uttar Pradesh,2020,2,26067.14,23240.49,28043.81
Rice,Punjab,2022,1,21845.32,20462.54,24399.62
Cotton,Madhya Pradesh,2024,7,54562.12,47492.27,60710.19
Cotton,Madhya Pradesh,2022,6,51385.8,45521.36,59071.29
Maize,Maharashtra,2020,5,17084.4,15488.46,19504.84
Wheat,Punjab,2021,8,17381.08,16165.83,19034.25
Maize,Uttar Pradesh,2021,10,17672.39,15891.66,18895.88
Sugarcane,Karnataka,2020,4,4314.15,3867.18,4635.91
Cotton,Madhya Pradesh,2022,1,61686.31,58307.53,68058.85
Wheat,Uttar Pradesh,2023,2,25550.74,23331.77,28215.53
Maize,Uttar Pradesh,2023,10,16815.03,14459.49,18703.28
Maize,Maharashtra,2021,9,15353.08,13736.21,17315.18
Maize,Karnataka,2023,10,16918.6,15068.27,19332.18
Wheat,Punjab,2022,8,19978.19,18400.76,21814.03
Wheat,Uttar Pradesh,2020,11,20794.21,19722.43,23219.66
Cotton,Uttar Pradesh,2022,4,62251.47,54690.43,69010.79
Rice,Madhya Pradesh,2024,4,23950.88,20946.13,26867.05
Rice,Madhya Pradesh,2021,2,22415.51,20794.47,25045.79
Sugarcane,Punjab,2022,4,4029.92,3457.12,4364.77
Sugarcane,Karnataka,2020,1,3939.48,3446.37,4525.68
Rice,Maharashtra,2023,2,23203.09,21311.4,24855.34
Maize,Madhya Pradesh,2022,1,19782.45,17287.88,21328.02
Wheat,Madhya Pradesh,2020,2,24229.71,20642.87,27571.94
Maize,Uttar Pradesh,2022,6,18285.38,17308.23,19824.22
Cotton,Maharashtra,2020,7,54866.09,47440.56,58485.42
Sugarcane,Uttar Pradesh,2021,5,3914.21,3636.33,4351.15
Wheat,Maharashtra,2023,9,19938.95,17564.06,21671.1
Sugarcane,Karnataka,2021,12,3627.9,3362.97,4103.49
Maize,Punjab,2020,5,19797.63,17632.69,22315.56
Rice,Maharashtra,2022,12,19871.34,17852.17,22648.42
Cotton,Maharashtra,2021,10,48563.9,45189.29,55120.67
Rice,Punjab,2021,4,22759.22,20003.42,26064.45
Wheat,Madhya Pradesh,2024,2,28444.89,26013.28,29915.4
Rice,Maharashtra,2023,3,23184.26,21933.16,24446.85
Cotton,Maharashtra,2020,1,59737.77,54755.32,67639.03
Maize,Maharashtra,2021,10,16541.77,14082.47,18265.45
Rice,Uttar Pradesh,2024,4,22520.42,19304.98,25187.82
Cotton,Maharashtra,2020,3,51781.33,46619.87,58332.44
Rice,Madhya Pradesh,2020,4,22281.65,20383.83,23779.84
Maize,Karnataka,2022,2,20687.48,19389.12,22990.24
Cotton,Punjab,2021,2,58783.48,53650.7,63211.05
Sugarcane,Punjab,2023,10,3266.78,3039.31,3697.28
Cotton,Maharashtra,2021,2,59767.59,53521.62,67259.31
Wheat,Madhya Pradesh,2020,10,22158.57,19128.32,24478.39
Cotton,Maharashtra,2024,9,47112.28,42014.66,53487.91
Wheat,Madhya Pradesh,2020,2,25925.27,24256.08,27478.81
Cotton,Karnataka,2023,6,57651.23,54046.68,61276.93
Rice,Karnataka,2020,4,22629.09,20864.01,23989.47
Wheat,Madhya Pradesh,2020,4,24170.69,22451.95,25944.07
Cotton,Madhya Pradesh,2020,9,56982.58,52077.53,61174.69
Wheat,Punjab,2022,7,22057.14,19028.26,25071.46
Maize,Punjab,2021,9,16869.78,15340.66,17927.7
Cotton,Maharashtra,2021,4,56509.74,51990.93,63623.57
Maize,Uttar Pradesh,2024,11,17556.51,15108.78,19322.94
Maize,Uttar Pradesh,2022,12,19301.03,17439.81,21026.91
Wheat,Madhya Pradesh,2024,1,24969.32,23341.83,27448.73
Rice,Karnataka,2021,1,21164.73,19782.22,23983.75
Wheat,Madhya Pradesh,2022,3,22641.63,20159.02,24528.36
Cotton,Karnataka,2023,3,71706.85,62659.86,80985.39
Cotton,Madhya Pradesh,2023,12,58559.57,52624.46,63443.7
Wheat,Karnataka,2023,6,23027.83,21759.64,24881.8
Cotton,Madhya Pradesh,2021,8,53156.14,46080.31,58262.71
Sugarcane,Punjab,2022,10,3345.91,3028.62,3632.51
Cotton,Karnataka,2021,1,55854.23,49974.47,64039.77
Sugarcane,Uttar Pradesh,2020,11,3213.8,2809.98,3521.61
Cotton,Madhya Pradesh,2023,12,57453.24,53198.94,61509.37
Cotton,Maharashtra,2022,12,58925.09,52082.31,65193.17
Maize,Punjab,2022,8,16392.49,14269.63,18428.43
Cotton,Madhya Pradesh,2023,8,55101.01,48778.33,61838.12
Sugarcane,Maharashtra,2021,1,3631.64,3202.83,4142.22
Sugarcane,Madhya Pradesh,2024,9,3374.3,3034.52,3570.66
Wheat,Maharashtra,2023,5,22897.76,19911.85,26203.66
Rice,Madhya Pradesh,2021,5,22617.35,21312.98,24980.47
Wheat,Madhya Pradesh,2021,10,21967.69,19265.1,24609.08
