farmer_id,crop_type,season,state,land_area_hectare,annual_rainfall_mm,fertilizer_used_kg,pesticide_used_liters,total_production_tonnes,yield_tonnes_per_hectare
F0077,Maize,Zaid,Uttar Pradesh,6.81,706.04,470.99,46.05,20.58,3.02
F0453,Wheat,Rabi,Madhya Pradesh,2.49,347.3,383.59,42.24,5.29,2.12
F0303,Cotton,Kharif,Punjab,0.76,595.99,256.83,33.28,2.63,3.47
F0268,Maize,Rabi,Madhya Pradesh,5.79,1191.16,175.9,30.42,22.06,3.81
F0358,Sugarcane,Zaid,Karnataka,7.63,1132.08,495.79,17.51,30.24,3.96
F0364,Cotton,Zaid,Uttar Pradesh,5.23,695.44,248.27,43.56,15.19,2.9
F0133,Maize,Zaid,Maharashtra,2.43,1348.03,76.89,44.99,10.52,4.33
F0424,Cotton,Kharif,Madhya Pradesh,3.63,677.51,280.44,47.33,8.99,2.48
F0217,Wheat,Kharif,Punjab,8.64,775.27,139.62,24.12,20.47,2.37
F0360,Rice,Kharif,Madhya Pradesh,4.16,1398.5,392.87,27.73,20.56,4.94
F0317,Cotton,Zaid,Maharashtra,1.05,614.73,246.23,12.06,2.59,2.47
F0129,Rice,Kharif,Madhya Pradesh,9.5,1220.22,170.73,31.59,38.67,4.07
F0246,Maize,Rabi,Uttar Pradesh,8.88,918.23,398.59,30.3,31.72,3.57
F0316,Maize,Zaid,Maharashtra,5.75,437.69,106.76,28.83,11.36,1.98
F0154,Rice,Zaid,Punjab,9.7,881.06,78.62,29.83,38.15,3.93
F0424,Maize,Zaid,Karnataka,8.49,1496.22,243.65,19.41,36.17,4.26
F0311,Rice,Rabi,Maharashtra,0.89,716.75,169.35,35.87,2.94,3.31
F0015,Cotton,Zaid,Uttar Pradesh,9.51,621.66,415.16,7.49,21.91,2.3
F0241,Cotton,Zaid,Madhya Pradesh,9.37,1219.62,346.08,42.08,40.69,4.34
F0115,Wheat,Zaid,Karnataka,6.65,1462.73,371.28,46.61,30.38,4.57
F0266,Wheat,Zaid,Uttar Pradesh,5.52,452.25,316.62,26.71,10.96,1.99
F0464,Sugarcane,Rabi,Uttar Pradesh,6.41,312.06,137.68,27.11,7.16,1.12
F0198,Wheat,Kharif,Karnataka,4.53,1157.64,321.71,18.45,19.74,4.36
F0387,Maize,Rabi,Maharashtra,4.4,561.24,484.71,10.88,11.06,2.51
F0423,Rice,Zaid,Karnataka,2.61,1236.57,140.53,8.6,10.3,3.95
F0433,Sugarcane,Zaid,Punjab,5.01,311.96,88.14,41.34,5.74,1.15
F0055,Wheat,Rabi,Madhya Pradesh,8.62,1119.81,73.55,40.23,30.3,3.52
F0445,Rice,Kharif,Madhya Pradesh,8.53,1258.9,278.82,15.48,38.88,4.56
F0318,Wheat,Rabi,Punjab,9.82,486.83,151.55,14.53,20.75,2.11
F0500,Rice,Zaid,Uttar Pradesh,8.03,524.29,80.0,49.94,17.66,2.2
F0425,Rice,Kharif,Punjab,5.77,1381.96,466.79,5.41,28.1,4.87
F0327,Rice,Rabi,Karnataka,1.22,600.43,351.19,44.97,4.39,3.6
F0198,Rice,Rabi,Karnataka,2.29,1265.96,485.3,17.09,9.9,4.33
F0480,Rice,Kharif,Punjab,5.2,403.34,301.61,27.63,8.81,1.69
F0428,Wheat,Zaid,Uttar Pradesh,3.67,926.2,313.54,5.38,10.41,2.84
F0307,Cotton,Kharif,Punjab,7.73,1155.62,214.83,7.38,27.1,3.51
F0168,Sugarcane,Kharif,Madhya Pradesh,2.25,992.32,119.68,21.03,5.92,2.63
F0177,Maize,Zaid,Madhya Pradesh,7.12,972.14,223.91,23.91,23.34,3.28
F0447,Cotton,Zaid,Maharashtra,1.25,1357.51,85.05,36.81,5.27,4.21
F0428,Sugarcane,Rabi,Punjab,9.24,624.82,216.72,30.6,19.34,2.09
F0206,Cotton,Kharif,Uttar Pradesh,6.86,792.36,261.82,7.21,20.58,3.0
F0393,Sugarcane,Kharif,Uttar Pradesh,2.32,1248.62,254.28,18.57,11.02,4.75
F0377,Cotton,Rabi,Uttar Pradesh,7.62,626.78,102.88,16.34,14.49,1.9
F0141,Maize,Rabi,Karnataka,9.25,997.91,290.07,31.84,38.13,4.12
F0433,Rice,Zaid,Punjab,5.47,440.1,108.08,29.16,6.86,1.25
F0121,Sugarcane,Zaid,Punjab,9.4,670.02,441.29,39.38,28.19,3.0
F0374,Sugarcane,Kharif,Maharashtra,2.4,745.53,275.76,37.65,5.99,2.5
F0383,Cotton,Kharif,Madhya Pradesh,1.58,787.64,268.28,29.34,4.2,2.66
F0018,Cotton,Zaid,Karnataka,8.17,1131.45,300.14,36.48,34.04,4.17
F0287,Maize,Rabi,Karnataka,4.41,466.08,349.59,28.61,6.04,1.37
F0263,Rice,Zaid,Uttar Pradesh,9.12,1004.84,88.43,25.24,34.36,3.77
F0003,Sugarcane,Zaid,Punjab,7.69,1252.96,272.57,45.26,30.44,3.96
F0304,Wheat,Rabi,Maharashtra,9.04,1375.51,358.57,43.65,36.35,4.02
F0231,Rice,Rabi,Madhya Pradesh,1.34,1337.99,194.28,13.02,5.57,4.16
F0354,Maize,Kharif,Maharashtra,2.89,684.68,110.74,18.33,4.38,1.52
F0080,Rice,Zaid,Uttar Pradesh,5.94,830.22,206.02,38.59,17.82,3.0
F0062,Sugarcane,Zaid,Karnataka,3.65,1193.33,118.39,10.86,14.65,4.01
F0049,Rice,Zaid,Punjab,3.78,1269.24,160.86,7.85,13.05,3.45
F0099,Maize,Kharif,Karnataka,5.78,933.1,344.95,15.49,22.17,3.84
F0098,Rice,Kharif,Uttar Pradesh,8.71,671.24,362.36,5.73,17.4,2.0
F0433,Sugarcane,Kharif,Madhya Pradesh,5.66,387.28,405.56,14.8,7.51,1.33
F0214,Cotton,Zaid,Maharashtra,6.93,1263.85,302.84,38.34,25.99,3.75
F0238,Maize,Kharif,Karnataka,8.18,653.64,307.05,38.54,26.32,3.22
F0046,Cotton,Zaid,Punjab,4.1,663.32,256.71,41.81,10.26,2.5
F0006,Wheat,Kharif,Uttar Pradesh,6.78,1383.93,94.35,15.44,31.9,4.7
F0316,Rice,Kharif,Madhya Pradesh,7.23,1288.49,435.66,23.68,33.61,4.65
F0204,Sugarcane,Rabi,Punjab,2.69,649.44,397.52,8.4,6.21,2.31
F0423,Wheat,Zaid,Punjab,8.36,813.2,318.23,9.03,22.9,2.74
F0288,Maize,Zaid,Punjab,9.63,1268.71,256.83,15.06,40.2,4.17
F0165,Cotton,Zaid,Uttar Pradesh,9.37,713.52,122.44,30.34,27.15,2.9
F0466,Wheat,Rabi,Maharashtra,5.03,1493.48,355.63,8.33,26.6,5.29
F0064,Wheat,Zaid,Karnataka,9.93,789.47,179.33,30.1,24.11,2.43
F0410,Rice,Rabi,Uttar Pradesh,0.51,839.5,426.59,30.75,1.64,3.21
F0287,Rice,Rabi,Madhya Pradesh,9.99,644.22,176.2,12.19,20.15,2.02
F0254,Rice,Kharif,Madhya Pradesh,8.03,1386.91,488.79,15.45,37.92,4.72
F0223,Rice,Rabi,Karnataka,8.87,693.91,100.78,44.15,15.19,1.71
F0420,Cotton,Zaid,Punjab,4.58,644.71,381.56,25.4,13.22,2.89
F0192,Wheat,Zaid,Karnataka,9.9,365.69,209.76,26.69,9.9,1.0
F0305,Wheat,Rabi,Uttar Pradesh,7.43,1349.7,472.42,41.23,36.93,4.97
F0007,Rice,Kharif,Uttar Pradesh,8.58,960.65,421.65,18.66,24.8,2.89
F0199,Wheat,Zaid,Maharashtra,4.94,642.7,482.73,19.08,11.96,2.42
F0081,Rice,Rabi,Karnataka,1.43,932.18,75.69,9.97,4.07,2.84
F0359,Sugarcane,Kharif,Madhya Pradesh,4.62,1259.63,382.76,24.18,17.42,3.77
F0375,Rice,Kharif,Maharashtra,3.67,679.76,398.3,7.34,8.37,2.28
F0385,Wheat,Zaid,Punjab,2.74,1419.0,436.78,36.94,13.86,5.06
F0336,Cotton,Kharif,Madhya Pradesh,5.08,924.39,488.86,48.46,20.35,4.01
F0365,Maize,Zaid,Karnataka,2.37,556.24,354.24,23.23,4.92,2.08
F0485,Cotton,Rabi,Punjab,9.35,406.81,280.19,46.33,22.53,2.41
F0141,Wheat,Rabi,Uttar Pradesh,2.01,1461.63,461.64,12.51,9.12,4.54
F0166,Rice,Zaid,Karnataka,1.65,402.49,459.25,13.71,2.39,1.45
F0254,Wheat,Kharif,Maharashtra,6.19,386.08,152.04,46.92,6.19,1.0
F0074,Rice,Zaid,Madhya Pradesh,9.13,1237.55,58.73,19.72,28.35,3.1
F0467,Maize,Kharif,Maharashtra,9.14,1060.67,82.36,45.91,33.84,3.7
F0397,Sugarcane,Zaid,Madhya Pradesh,9.6,393.25,289.56,18.65,11.0,1.15
F0303,Maize,Kharif,Karnataka,5.99,1449.58,276.38,8.73,28.12,4.69
F0176,Sugarcane,Zaid,Maharashtra,6.39,708.27,435.17,24.56,17.3,2.71
F0461,Wheat,Kharif,Punjab,7.8,618.71,395.26,14.26,18.49,2.37
F0494,Maize,Kharif,Karnataka,3.56,858.58,474.44,46.93,11.37,3.19
F0149,Cotton,Zaid,Karnataka,1.92,911.98,257.26,45.53,5.02,2.62
F0341,Maize,Rabi,Punjab,9.34,760.28,271.28,45.33,22.35,2.39
F0451,Cotton,Rabi,Madhya Pradesh,2.68,539.49,67.0,33.95,2.68,1.0
F0263,Wheat,Rabi,Karnataka,2.99,362.82,153.94,41.09,3.97,1.33
F0449,Rice,Kharif,Uttar Pradesh,4.45,1473.42,140.25,14.69,23.49,5.28
F0055,Wheat,Rabi,Uttar Pradesh,3.27,507.31,220.71,45.99,4.06,1.24
F0311,Cotton,Rabi,Punjab,9.38,358.16,144.62,30.46,20.8,2.22
F0193,Maize,Kharif,Madhya Pradesh,6.35,347.47,231.37,34.21,12.44,1.96
F0037,Cotton,Kharif,Punjab,3.55,412.22,242.2,10.79,8.56,2.41
F0206,Rice,Rabi,Uttar Pradesh,9.5,870.21,192.77,39.48,18.74,1.97
F0286,Cotton,Zaid,Uttar Pradesh,8.21,1340.58,352.85,7.11,38.67,4.71
F0254,Rice,Kharif,Karnataka,5.88,1215.95,111.43,15.29,22.17,3.77
F0202,Wheat,Kharif,Madhya Pradesh,4.74,308.52,418.73,21.19,12.14,2.56
F0017,Rice,Zaid,Madhya Pradesh,5.64,1112.76,366.18,48.02,15.96,2.83
F0263,Cotton,Rabi,Maharashtra,9.56,1070.53,184.17,10.69,37.68,3.94
F0491,Rice,Kharif,Uttar Pradesh,8.5,734.62,347.21,26.19,26.24,3.09
F0089,Sugarcane,Zaid,Karnataka,1.08,796.01,295.98,24.62,2.5,2.32
F0360,Wheat,Rabi,Maharashtra,7.61,1293.51,397.06,6.75,36.15,4.75
F0437,Cotton,Zaid,Punjab,9.38,1301.95,429.14,18.64,38.03,4.05
F0018,Rice,Zaid,Maharashtra,4.58,864.85,120.82,6.4,12.44,2.72
F0185,Sugarcane,Rabi,Punjab,9.32,995.68,350.17,46.02,33.28,3.57
F0366,Wheat,Kharif,Madhya Pradesh,3.78,1045.81,67.46,13.4,13.27,3.51
F0235,Maize,Kharif,Punjab,3.83,752.17,290.1,5.01,12.05,3.14
F0010,Sugarcane,Zaid,Karnataka,2.79,549.88,162.72,41.27,4.2,1.51
F0193,Rice,Kharif,Punjab,5.29,1338.77,158.61,8.53,21.26,4.02
F0078,Sugarcane,Rabi,Punjab,3.89,1197.18,297.81,41.76,15.81,4.07
F0113,Sugarcane,Rabi,Punjab,0.88,1481.19,222.57,11.85,5.39,6.13
F0054,Maize,Kharif,Madhya Pradesh,6.83,641.15,313.6,31.4,21.39,3.13
F0017,Maize,Rabi,Madhya Pradesh,3.02,838.36,291.96,34.86,8.96,2.97
F0278,Wheat,Zaid,Maharashtra,7.95,773.77,340.72,11.78,23.09,2.9
F0326,Sugarcane,Rabi,Punjab,7.43,324.41,142.33,26.92,11.52,1.55
F0311,Maize,Zaid,Maharashtra,8.84,932.71,468.44,26.77,28.16,3.19
F0405,Wheat,Kharif,Madhya Pradesh,8.13,596.36,454.83,45.99,21.46,2.64
F0413,Rice,Rabi,Uttar Pradesh,9.46,924.28,354.69,40.03,33.85,3.58
F0170,Rice,Rabi,Maharashtra,0.83,897.08,119.68,13.23,2.01,2.42
F0477,Wheat,Rabi,Karnataka,3.97,818.92,330.43,8.35,9.67,2.44
F0371,Maize,Rabi,Maharashtra,5.95,1064.89,300.52,38.22,22.4,3.77
F0026,Maize,Kharif,Uttar Pradesh,3.69,1218.13,244.75,26.79,17.38,4.71
F0204,Sugarcane,Rabi,Maharashtra,3.44,402.95,90.92,46.55,7.27,2.11
F0463,Wheat,Kharif,Punjab,7.05,452.52,210.53,31.66,13.76,1.95
F0056,Wheat,Zaid,Maharashtra,0.59,541.68,481.56,32.6,1.43,2.42
F0415,Maize,Kharif,Uttar Pradesh,2.99,380.39,62.69,16.01,3.42,1.14
F0192,Wheat,Zaid,Karnataka,7.34,1401.94,233.62,13.61,37.76,5.14
F0185,Sugarcane,Kharif,Karnataka,5.41,1389.7,411.97,7.96,28.75,5.31
F0363,Cotton,Zaid,Madhya Pradesh,9.12,446.98,290.32,44.58,25.17,2.76
F0163,Cotton,Rabi,Punjab,4.4,878.39,81.71,17.52,13.1,2.98
F0421,Maize,Rabi,Madhya Pradesh,3.19,853.04,352.09,12.3,10.13,3.17
F0269,Rice,Zaid,Punjab,5.12,1186.25,440.08,33.18,20.48,4.0
F0004,Wheat,Kharif,Uttar Pradesh,9.48,459.09,398.6,16.92,22.19,2.34
F0481,Rice,Zaid,Punjab,9.37,1163.95,389.22,14.86,49.64,5.3
F0275,Wheat,Kharif,Maharashtra,7.81,424.75,483.06,45.06,13.21,1.69
F0226,Sugarcane,Kharif,Karnataka,3.07,1287.31,283.25,25.78,14.68,4.78
F0394,Rice,Rabi,Maharashtra,7.43,793.12,333.15,36.47,15.88,2.14
F0013,Maize,Zaid,Madhya Pradesh,7.26,362.36,436.89,25.62,10.87,1.5
F0025,Sugarcane,Zaid,Uttar Pradesh,5.09,1364.2,220.26,38.74,20.83,4.09
F0148,Maize,Rabi,Punjab,1.42,871.27,496.26,39.67,5.07,3.57
F0196,Maize,Rabi,Madhya Pradesh,2.72,791.47,401.04,39.71,6.52,2.4
F0205,Cotton,Zaid,Punjab,2.67,1406.67,316.66,22.1,16.23,6.08
F0300,Maize,Kharif,Maharashtra,5.82,883.69,277.22,12.94,18.71,3.22
F0163,Sugarcane,Kharif,Maharashtra,8.22,950.11,108.99,39.48,20.99,2.55
F0025,Rice,Zaid,Maharashtra,5.42,435.13,470.29,13.26,11.17,2.06
F0338,Rice,Rabi,Punjab,2.9,787.96,222.42,40.76,6.19,2.13
F0427,Cotton,Rabi,Madhya Pradesh,3.04,910.94,116.35,32.52,8.66,2.85
F0317,Rice,Kharif,Punjab,5.87,1157.64,471.97,46.05,24.48,4.17
F0284,Wheat,Rabi,Maharashtra,9.0,1466.46,436.7,9.95,44.01,4.89
F0483,Maize,Zaid,Karnataka,9.5,808.03,54.19,24.91,24.1,2.54
F0152,Cotton,Kharif,Uttar Pradesh,3.72,868.12,325.93,44.1,10.83,2.91
F0114,Rice,Rabi,Madhya Pradesh,6.79,820.86,418.74,45.75,22.39,3.3
F0279,Sugarcane,Rabi,Madhya Pradesh,3.2,356.47,350.85,43.82,3.87,1.21
F0252,Wheat,Kharif,Madhya Pradesh,2.05,1274.9,434.03,46.15,9.99,4.87
F0143,Rice,Zaid,Uttar Pradesh,3.55,962.81,72.73,6.97,10.28,2.9
F0130,Wheat,Rabi,Madhya Pradesh,7.34,833.38,165.33,13.57,19.03,2.59
F0012,Maize,Kharif,Maharashtra,5.11,725.99,194.32,48.38,9.76,1.91
F0412,Cotton,Zaid,Maharashtra,6.6,328.12,243.58,44.38,7.52,1.14
F0284,Sugarcane,Zaid,Madhya Pradesh,7.7,1027.22,306.64,7.41,27.31,3.55
F0171,Sugarcane,Rabi,Maharashtra,1.83,1047.06,143.52,27.68,4.6,2.52
F0046,Rice,Zaid,Punjab,9.51,1310.96,375.07,8.51,46.2,4.86
F0181,Wheat,Rabi,Maharashtra,1.51,891.34,122.32,49.02,4.3,2.85
F0415,Sugarcane,Kharif,Madhya Pradesh,3.96,1067.26,108.07,24.36,11.0,2.78
F0440,Rice,Kharif,Uttar Pradesh,3.11,1365.3,68.26,46.12,12.21,3.93
F0483,Sugarcane,Kharif,Madhya Pradesh,8.0,337.46,485.09,28.7,19.04,2.38
F0014,Sugarcane,Rabi,Karnataka,3.38,735.1,79.88,49.52,8.01,2.37
F0307,Wheat,Rabi,Punjab,4.71,1438.7,160.7,28.94,20.96,4.45
F0109,Maize,Kharif,Karnataka,5.08,1143.44,80.6,13.72,19.95,3.93
F0406,Wheat,Kharif,Madhya Pradesh,2.3,988.19,146.86,43.77,6.43,2.8
F0280,Maize,Kharif,Madhya Pradesh,9.45,922.19,208.54,15.53,32.1,3.4
F0035,Wheat,Kharif,Karnataka,9.47,775.53,362.24,27.02,38.57,4.07
F0416,Sugarcane,Kharif,Karnataka,5.37,621.33,254.73,26.19,13.4,2.5
F0030,Wheat,Zaid,Madhya Pradesh,3.63,350.64,273.33,29.5,5.95,1.64
F0426,Cotton,Kharif,Uttar Pradesh,2.1,1212.56,493.22,47.56,9.92,4.72
F0123,Wheat,Kharif,Madhya Pradesh,7.19,844.62,293.27,43.23,21.27,2.96
F0319,Sugarcane,Rabi,Karnataka,5.06,747.85,271.96,31.06,16.74,3.31
F0168,Maize,Kharif,Karnataka,1.45,1025.01,104.43,8.54,5.79,4.0
F0094,Sugarcane,Kharif,Maharashtra,5.51,783.34,314.96,9.01,12.93,2.35
F0277,Cotton,Rabi,Karnataka,9.88,973.38,359.35,19.64,34.45,3.49
F0172,Rice,Zaid,Maharashtra,1.4,1471.05,178.82,24.07,6.57,4.69
F0456,Sugarcane,Kharif,Uttar Pradesh,8.2,943.89,175.2,7.77,26.17,3.19
F0173,Sugarcane,Zaid,Uttar Pradesh,2.04,1374.04,358.71,16.25,10.03,4.92
F0257,Maize,Kharif,Madhya Pradesh,5.94,785.42,213.63,14.76,15.2,2.56
F0375,Rice,Kharif,Karnataka,6.86,1464.8,129.07,31.87,26.58,3.87
F0417,Rice,Kharif,Maharashtra,2.91,1290.16,268.37,29.45,9.65,3.32
F0365,Wheat,Zaid,Karnataka,3.4,518.17,88.66,37.14,6.8,2.0
F0426,Cotton,Zaid,Madhya Pradesh,4.21,798.93,261.13,21.55,10.14,2.41
F0392,Cotton,Zaid,Karnataka,1.46,671.56,348.68,34.96,3.66,2.51
F0140,Cotton,Kharif,Karnataka,2.34,552.45,60.37,45.35,2.34,1.0
F0066,Sugarcane,Kharif,Maharashtra,2.5,573.04,175.82,10.73,4.36,1.74
F0462,Cotton,Zaid,Maharashtra,1.77,1073.71,202.85,36.86,6.54,3.69
F0471,Wheat,Rabi,Uttar Pradesh,5.8,607.23,342.87,10.23,7.51,1.3
F0238,Cotton,Kharif,Karnataka,3.04,1024.81,442.1,49.95,14.0,4.6
F0169,Maize,Kharif,Maharashtra,6.27,785.65,151.34,16.57,9.47,1.51
F0465,Sugarcane,Zaid,Maharashtra,9.18,741.95,218.05,22.26,22.62,2.46
F0280,Sugarcane,Zaid,Madhya Pradesh,8.45,1080.95,326.38,20.04,32.91,3.89
F0103,Sugarcane,Rabi,Maharashtra,4.28,896.6,350.34,5.57,16.82,3.93
F0297,Sugarcane,Zaid,Uttar Pradesh,8.78,836.09,204.33,11.22,24.74,2.82
F0313,Sugarcane,Zaid,Punjab,4.33,1114.39,239.4,48.26,10.06,2.32
F0385,Sugarcane,Rabi,Maharashtra,6.19,1268.97,99.21,22.88,27.12,4.38
F0217,Wheat,Kharif,Karnataka,8.68,394.01,82.66,43.26,8.68,1.0
F0388,Cotton,Zaid,Karnataka,2.52,1102.5,294.3,42.48,10.52,4.18
F0496,Wheat,Rabi,Maharashtra,4.44,692.33,323.01,46.87,12.06,2.72
F0414,Cotton,Rabi,Maharashtra,8.45,1494.58,60.16,10.08,43.81,5.18
F0032,Cotton,Kharif,Uttar Pradesh,3.21,587.05,404.14,7.54,8.87,2.76
F0499,Rice,Zaid,Karnataka,4.01,906.97,302.16,37.79,15.64,3.9
F0437,Sugarcane,Rabi,Punjab,6.06,957.14,338.22,16.68,16.61,2.74
F0437,Cotton,Rabi,Karnataka,1.3,443.13,151.06,27.51,2.41,1.85
F0384,Cotton,Zaid,Uttar Pradesh,8.0,721.17,232.09,22.72,24.17,3.02
F0347,Cotton,Rabi,Punjab,2.32,373.46,315.91,49.51,3.12,1.34
F0101,Cotton,Rabi,Madhya Pradesh,8.38,1144.72,475.55,23.4,39.94,4.77
F0129,Sugarcane,Zaid,Karnataka,6.79,857.83,333.76,25.23,21.95,3.23
F0210,Sugarcane,Kharif,Karnataka,5.52,1272.72,380.98,34.87,21.29,3.86
F0359,Maize,Rabi,Punjab,1.58,1164.74,275.14,45.23,6.86,4.34
F0008,Maize,Zaid,Maharashtra,1.91,1195.58,53.76,12.59,4.98,2.6
F0324,Cotton,Zaid,Uttar Pradesh,6.02,1157.27,462.49,36.75,23.24,3.86
F0052,Wheat,Kharif,Punjab,0.51,444.19,290.55,35.38,1.37,2.69
F0146,Cotton,Zaid,Karnataka,4.47,1176.81,284.84,8.34,19.26,4.31
F0135,Maize,Zaid,Uttar Pradesh,7.39,1373.71,102.9,49.56,30.15,4.08
F0475,Maize,Rabi,Madhya Pradesh,2.49,314.14,498.84,17.65,3.54,1.42
F0174,Maize,Zaid,Madhya Pradesh,6.01,1384.84,194.08,35.16,28.65,4.77
F0430,Cotton,Rabi,Uttar Pradesh,2.29,1049.75,201.4,14.5,7.02,3.07
F0178,Sugarcane,Zaid,Uttar Pradesh,9.07,776.62,160.38,25.18,21.33,2.35
F0291,Wheat,Rabi,Punjab,3.55,1193.3,487.05,24.71,16.43,4.63
F0231,Cotton,Zaid,Maharashtra,1.99,1128.75,281.05,34.28,8.88,4.46
F0253,Wheat,Rabi,Karnataka,8.95,828.52,455.53,38.78,41.21,4.6
F0312,Cotton,Kharif,Karnataka,3.59,1480.32,350.31,6.97,17.94,5.0
F0409,Rice,Rabi,Uttar Pradesh,3.6,1047.98,75.35,6.07,8.3,2.31
F0444,Wheat,Zaid,Uttar Pradesh,4.66,615.23,124.12,36.01,8.22,1.76
F0171,Rice,Kharif,Maharashtra,5.39,540.19,193.82,31.63,12.86,2.39
F0220,Sugarcane,Zaid,Maharashtra,7.31,1103.26,264.65,33.9,30.8,4.21
F0186,Cotton,Rabi,Uttar Pradesh,0.86,1045.76,400.04,27.52,2.78,3.24
F0259,Rice,Rabi,Uttar Pradesh,6.61,1131.36,441.94,20.41,25.3,3.83
F0417,Rice,Kharif,Maharashtra,7.81,973.63,447.28,28.75,39.89,5.11
F0239,Rice,Zaid,Karnataka,7.62,1457.63,83.1,7.4,36.81,4.83
F0460,Sugarcane,Kharif,Uttar Pradesh,9.41,935.85,326.71,26.71,33.16,3.52
F0042,Wheat,Kharif,Madhya Pradesh,7.6,674.04,187.81,42.7,16.86,2.22
F0325,Maize,Rabi,Uttar Pradesh,1.19,1357.33,165.5,31.68,5.31,4.46
F0130,Rice,Kharif,Maharashtra,4.44,1127.44,204.79,17.48,17.76,4.0
F0436,Sugarcane,Rabi,Maharashtra,9.97,1200.95,340.12,20.99,50.21,5.04
F0183,Rice,Kharif,Punjab,5.61,1308.94,65.04,21.5,23.54,4.2
F0434,Cotton,Rabi,Karnataka,2.75,836.73,82.57,47.94,7.59,2.76
F0106,Wheat,Zaid,Karnataka,5.76,1417.0,52.41,38.67,24.75,4.3
F0301,Wheat,Rabi,Maharashtra,9.08,467.66,93.26,24.11,14.54,1.6
F0175,Sugarcane,Zaid,Maharashtra,5.51,469.35,50.36,41.46,10.12,1.84
F0387,Sugarcane,Zaid,Punjab,1.33,1060.62,461.58,14.39,5.05,3.8
F0322,Wheat,Kharif,Punjab,6.24,496.72,381.18,18.56,14.66,2.35
F0472,Maize,Zaid,Uttar Pradesh,4.9,1019.32,127.07,38.37,18.59,3.79
F0233,Cotton,Kharif,Karnataka,2.0,1125.74,107.68,24.14,5.87,2.94
F0115,Wheat,Kharif,Uttar Pradesh,2.85,1198.05,167.92,44.68,10.91,3.83
F0076,Wheat,Zaid,Madhya Pradesh,6.33,405.26,226.19,37.1,10.79,1.7
F0178,Sugarcane,Kharif,Maharashtra,6.76,1049.64,177.14,22.01,24.55,3.63
F0237,Rice,Zaid,Maharashtra,5.29,1150.52,162.02,19.6,18.42,3.48
F0078,Cotton,Kharif,Madhya Pradesh,3.68,330.89,203.47,41.15,5.08,1.38
F0028,Cotton,Zaid,Karnataka,4.83,336.99,445.64,5.59,11.47,2.37
F0094,Sugarcane,Kharif,Maharashtra,9.48,887.06,203.87,46.59,28.95,3.05
F0097,Sugarcane,Rabi,Punjab,5.71,563.18,243.0,34.35,11.16,1.96
F0430,Maize,Zaid,Karnataka,7.41,300.86,471.58,12.4,10.72,1.45
F0142,Sugarcane,Kharif,Maharashtra,0.86,447.66,493.86,19.18,1.61,1.88
F0469,Wheat,Kharif,Uttar Pradesh,1.6,428.39,373.76,43.46,3.06,1.91
F0431,Cotton,Rabi,Punjab,2.68,919.14,164.07,47.32,6.91,2.58
F0119,Cotton,Kharif,Uttar Pradesh,9.11,980.17,209.49,22.15,37.6,4.13
F0221,Wheat,Zaid,Karnataka,4.79,1328.08,474.84,20.12,22.07,4.61
F0396,Rice,Rabi,Karnataka,5.83,414.07,140.21,23.61,9.72,1.67
F0497,Wheat,Rabi,Madhya Pradesh,2.0,846.79,322.56,36.13,6.04,3.02
F0384,Rice,Zaid,Madhya Pradesh,4.14,1342.92,305.74,24.78,18.98,4.58
F0389,Rice,Kharif,Maharashtra,8.3,1037.45,424.47,27.23,29.55,3.56
F0250,Maize,Kharif,Maharashtra,1.63,316.37,186.45,36.41,1.63,1.0
F0351,Maize,Kharif,Madhya Pradesh,5.21,805.34,234.74,15.41,17.45,3.35
F0161,Sugarcane,Rabi,Madhya Pradesh,1.8,536.03,74.9,13.92,2.64,1.47
F0453,Rice,Rabi,Uttar Pradesh,3.9,310.14,427.64,6.44,4.8,1.23
F0098,Maize,Kharif,Karnataka,9.43,1370.49,290.98,29.46,38.5,4.08
F0255,Wheat,Kharif,Uttar Pradesh,6.65,353.72,74.32,25.58,13.14,1.98
F0032,Rice,Zaid,Maharashtra,5.72,1365.38,97.1,42.02,22.94,4.01
F0387,Wheat,Zaid,Madhya Pradesh,3.51,780.19,117.72,27.66,6.66,1.9
F0101,Sugarcane,Kharif,Karnataka,8.12,829.84,270.78,43.19,23.91,2.94
F0495,Sugarcane,Rabi,Karnataka,2.95,1361.91,309.66,14.95,16.61,5.63
F0459,Rice,Rabi,Punjab,3.06,1263.76,69.87,49.64,12.32,4.03
F0353,Wheat,Kharif,Karnataka,4.25,890.66,446.29,23.58,14.28,3.36
F0419,Wheat,Kharif,Karnataka,5.61,359.16,51.06,16.02,5.61,1.0
F0398,Wheat,Kharif,Uttar Pradesh,1.58,793.15,341.53,37.04,5.06,3.21
F0364,Wheat,Zaid,Karnataka,2.2,395.51,473.18,16.73,3.99,1.81
F0284,Rice,Rabi,Maharashtra,8.31,1223.1,318.53,20.17,37.69,4.54
F0331,Maize,Zaid,Karnataka,2.99,446.27,279.39,31.34,5.0,1.67
F0397,Cotton,Zaid,Uttar Pradesh,3.95,1069.21,455.57,12.38,11.86,3.0
F0271,Cotton,Rabi,Madhya Pradesh,4.12,469.04,331.22,37.8,8.05,1.95
F0368,Cotton,Zaid,Uttar Pradesh,9.53,375.92,321.36,7.57,18.27,1.92
F0114,Maize,Rabi,Maharashtra,8.99,935.77,351.21,42.42,29.54,3.29
