state,year,month,rainfall_mm,avg_temperature_celsius,humidity_percent,drought_flag
Karnataka,2022,5,97.82,24.96,93.25,0
Maharashtra,2022,11,37.12,25.61,53.26,0
Uttar Pradesh,2021,4,11.18,36.46,32.08,0
Maharashtra,2022,2,141.63,37.63,64.81,0
Punjab,2021,3,86.1,32.38,55.16,0
Punjab,2022,4,100.61,18.98,33.51,0
Madhya Pradesh,2024,1,74.01,30.09,87.71,0
Uttar Pradesh,2022,12,24.65,36.1,43.65,0
Madhya Pradesh,2021,12,65.17,24.97,56.01,0
Maharashtra,2023,12,31.07,29.08,82.11,0
Punjab,2024,4,71.81,28.79,85.17,0
Punjab,2024,6,482.42,28.79,46.75,0
Madhya Pradesh,2022,11,133.89,30.69,44.37,0
Madhya Pradesh,2021,2,47.68,35.67,32.87,0
Maharashtra,2022,12,148.89,20.87,81.74,0
Maharashtra,2022,9,357.91,28.83,87.24,0
Madhya Pradesh,2022,9,365.16,29.82,33.2,0
Uttar Pradesh,2023,11,10.33,23.39,74.24,0
Karnataka,2020,6,248.51,20.5,56.71,0
Punjab,2020,9,459.13,33.67,41.6,0
Uttar Pradesh,2021,8,231.84,38.69,46.94,0
Madhya Pradesh,2020,5,129.47,37.0,80.21,0
Karnataka,2023,2,33.64,36.08,80.0,0
Madhya Pradesh,2024,12,93.54,25.42,47.06,0
Uttar Pradesh,2024,3,27.06,29.21,68.04,0
Punjab,2024,11,60.31,28.46,53.63,0
Uttar Pradesh,2021,7,456.4,37.83,40.65,0
Punjab,2023,12,63.4,21.1,70.62,0
Uttar Pradesh,2024,6,491.55,38.5,48.13,0
Karnataka,2024,8,580.08,19.39,69.2,0
Uttar Pradesh,2023,10,18.0,37.66,64.44,0
Maharashtra,2022,7,467.74,36.29,39.77,0
Uttar Pradesh,2024,11,15.4,37.34,50.47,0
Karnataka,2020,1,28.06,28.31,68.89,0
Maharashtra,2023,6,212.39,24.05,32.13,0
Punjab,2020,7,368.13,37.69,93.87,0
Karnataka,2021,12,99.19,21.56,88.88,0
Uttar Pradesh,2022,12,82.27,21.38,89.91,0
Madhya Pradesh,2024,12,116.05,34.1,76.1,0
Maharashtra,2024,2,38.05,22.64,74.74,0
Maharashtra,2020,6,287.89,27.65,80.83,0
Punjab,2022,6,513.58,27.97,81.49,0
Maharashtra,2021,9,535.45,32.41,44.85,0
Madhya Pradesh,2024,6,309.6,24.93,37.59,0
Karnataka,2022,11,48.24,22.61,59.6,0
Madhya Pradesh,2022,3,137.18,20.3,76.82,0
Uttar Pradesh,2021,9,474.91,20.11,89.97,0
Punjab,2024,12,89.59,26.0,79.18,0
Madhya Pradesh,2021,3,46.03,33.26,32.58,0
Karnataka,2020,4,127.52,27.86,71.39,0
Maharashtra,2023,1,40.97,32.9,80.2,0
Punjab,2022,7,389.29,31.59,59.66,0
Karnataka,2023,2,135.17,28.95,84.72,0
Maharashtra,2020,2,122.19,27.03,44.96,0
Punjab,2020,4,66.85,36.18,44.8,0
Madhya Pradesh,2022,1,83.42,35.73,52.98,0
Maharashtra,2020,8,456.88,23.4,37.1,0
Madhya Pradesh,2024,9,517.75,20.18,47.64,0
Karnataka,2020,9,542.04,25.62,93.25,0
Maharashtra,2022,1,147.16,23.9,32.66,0
Madhya Pradesh,2024,2,108.71,27.92,36.55,0
Punjab,2023,9,483.01,18.69,86.56,0
Madhya Pradesh,2021,11,29.41,20.8,41.42,0
Karnataka,2020,6,584.11,33.25,82.09,0
Punjab,2020,6,359.05,25.4,45.24,0
Punjab,2020,6,392.26,30.14,71.07,0
Maharashtra,2020,1,46.0,38.87,41.03,0
Madhya Pradesh,2024,1,145.19,18.33,61.27,0
Madhya Pradesh,2021,1,56.67,27.88,67.09,0
Madhya Pradesh,2021,8,374.24,27.13,77.63,0
Maharashtra,2021,12,106.02,36.33,46.25,0
Punjab,2024,5,95.33,30.87,54.03,0
Uttar Pradesh,2022,12,78.05,24.9,39.22,0
Maharashtra,2020,4,39.93,20.32,74.4,0
Punjab,2020,4,102.5,38.91,77.43,0
Maharashtra,2022,8,220.82,37.45,86.07,0
Punjab,2023,1,72.06,30.89,93.45,0
Uttar Pradesh,2022,6,412.92,37.92,35.4,0
Madhya Pradesh,2020,8,276.42,27.7,68.01,0
Maharashtra,2020,1,124.27,39.74,55.28,0
Uttar Pradesh,2021,5,16.64,35.63,69.28,0
Madhya Pradesh,2024,10,37.8,28.89,78.25,0
Maharashtra,2021,7,508.16,28.99,49.84,0
Maharashtra,2024,1,146.32,32.59,56.54,0
Punjab,2024,4,49.26,34.08,45.74,0
Karnataka,2024,6,268.68,29.66,48.85,0
Uttar Pradesh,2023,8,451.56,20.59,72.57,0
Uttar Pradesh,2023,8,313.32,18.01,38.25,0
Karnataka,2024,3,140.71,37.08,45.18,0
Madhya Pradesh,2020,12,118.97,31.39,93.11,0
Madhya Pradesh,2022,7,349.44,32.99,34.13,0
Uttar Pradesh,2023,10,65.47,39.2,65.03,0
Uttar Pradesh,2020,7,315.15,20.65,75.73,0
Uttar Pradesh,2024,10,100.28,26.23,91.81,0
Maharashtra,2020,5,13.11,24.68,89.87,0
Karnataka,2023,1,54.93,23.55,64.72,0
Punjab,2020,1,125.33,20.27,91.3,0
Uttar Pradesh,2024,1,121.31,21.99,76.28,0
Madhya Pradesh,2020,11,63.89,26.85,80.91,0
Maharashtra,2021,5,144.79,20.79,57.34,0
Uttar Pradesh,2020,10,77.33,26.28,53.61,0
Uttar Pradesh,2021,4,17.32,33.08,58.35,0
Karnataka,2024,9,277.92,35.95,82.17,0
Maharashtra,2020,2,78.09,24.57,71.48,0
Karnataka,2022,3,50.34,23.19,77.48,0
Uttar Pradesh,2022,1,15.65,20.08,30.44,0
Maharashtra,2023,10,31.41,19.52,94.73,0
Maharashtra,2021,11,50.43,21.28,45.66,0
Uttar Pradesh,2021,9,574.45,29.44,53.71,0
Uttar Pradesh,2024,8,549.36,26.69,51.78,0
Madhya Pradesh,2024,3,39.02,26.31,50.58,0
Punjab,2022,4,104.82,24.37,67.52,0
Madhya Pradesh,2020,1,19.22,22.21,56.48,0
Uttar Pradesh,2022,11,141.17,26.3,73.16,0
Karnataka,2022,1,45.71,20.79,33.8,0
Maharashtra,2022,2,52.76,21.47,41.31,0
Madhya Pradesh,2022,1,116.51,18.35,66.26,0
Madhya Pradesh,2022,7,351.78,29.14,66.58,0
Punjab,2022,3,53.87,24.49,77.67,0
Madhya Pradesh,2024,11,131.98,22.24,36.35,0
Madhya Pradesh,2020,3,135.69,25.7,65.84,0
Madhya Pradesh,2020,11,60.34,20.77,68.31,0
Uttar Pradesh,2021,7,410.06,22.47,59.37,0
Punjab,2024,5,121.57,30.99,36.3,0
Punjab,2021,4,86.72,33.46,81.53,0
Uttar Pradesh,2020,6,451.65,21.36,76.16,0
Maharashtra,2023,6,470.94,18.54,56.76,0
Madhya Pradesh,2021,7,333.18,32.73,44.05,0
Maharashtra,2022,1,92.72,38.09,81.86,0
Madhya Pradesh,2022,12,139.0,39.53,30.69,0
Madhya Pradesh,2024,6,449.1,27.08,85.89,0
Maharashtra,2023,5,45.25,39.58,69.89,0
Punjab,2022,8,517.41,19.88,41.92,0
Uttar Pradesh,2023,6,503.36,18.48,83.1,0
Madhya Pradesh,2021,4,11.95,32.46,53.73,0
Punjab,2021,8,444.6,33.31,52.26,0
Punjab,2023,6,243.18,19.53,68.28,0
Punjab,2020,9,408.26,34.33,63.13,0
Karnataka,2024,7,368.98,26.76,31.72,0
Karnataka,2024,4,56.98,39.47,86.78,0
Punjab,2021,11,56.11,30.93,85.07,0
Maharashtra,2023,6,376.51,18.4,34.84,0
Karnataka,2023,10,81.45,39.33,75.06,0
Punjab,2020,2,19.93,22.17,80.14,0
Uttar Pradesh,2023,3,127.8,31.59,71.89,0
Punjab,2022,7,211.33,36.23,81.24,0
Maharashtra,2022,11,46.26,33.59,43.97,0
Punjab,2021,9,216.13,22.43,41.61,0
Punjab,2020,4,57.28,27.21,63.06,0
Uttar Pradesh,2024,12,76.75,23.95,31.9,0
Karnataka,2022,7,442.04,26.71,49.41,0
Maharashtra,2020,6,546.78,34.43,85.75,0
Maharashtra,2023,6,397.99,20.88,75.25,0
Punjab,2021,5,38.85,27.71,34.23,0
Madhya Pradesh,2022,8,530.12,20.77,88.7,0
Uttar Pradesh,2020,11,130.99,28.22,78.38,0
Punjab,2023,2,96.72,35.67,58.07,0
Uttar Pradesh,2021,8,514.32,28.17,91.16,0
Uttar Pradesh,2023,3,78.09,28.18,81.03,0
Maharashtra,2020,1,125.02,30.2,41.69,0
Punjab,2022,11,75.49,39.3,78.94,0
Karnataka,2023,5,123.56,18.72,60.41,0
Karnataka,2022,4,100.53,36.26,33.2,0
Uttar Pradesh,2020,8,540.98,30.06,42.83,0
Uttar Pradesh,2021,8,326.9,24.2,64.51,0
Karnataka,2023,5,17.24,21.49,82.83,0
Punjab,2020,6,253.04,23.13,59.47,0
Punjab,2021,2,82.4,34.8,59.08,0
Karnataka,2021,10,120.58,31.6,37.35,0
Punjab,2024,2,31.89,27.61,55.8,0
Uttar Pradesh,2022,10,114.1,30.78,55.23,0
Maharashtra,2024,10,33.91,22.99,67.41,0
Maharashtra,2022,12,69.28,29.33,41.09,0
Madhya Pradesh,2022,5,102.81,36.76,46.77,0
Madhya Pradesh,2020,7,396.61,39.46,51.66,0
Uttar Pradesh,2020,11,93.31,19.98,69.39,0
Maharashtra,2024,12,22.55,39.1,76.52,0
Maharashtra,2021,10,120.34,33.49,68.33,0
Maharashtra,2024,2,72.99,36.88,92.19,0
Karnataka,2022,7,399.61,38.49,67.92,0
Punjab,2021,2,85.37,28.0,43.6,0
Karnataka,2020,8,201.49,23.31,63.13,0
Karnataka,2023,9,351.98,27.87,93.74,0
Punjab,2023,11,59.04,27.95,38.68,0
Uttar Pradesh,2021,4,16.71,35.06,67.09,0
Uttar Pradesh,2021,11,116.5,21.3,67.17,0
Punjab,2024,9,301.46,23.02,30.75,0
Karnataka,2024,2,28.25,24.8,37.6,0
Madhya Pradesh,2022,8,594.34,24.79,38.47,0
Uttar Pradesh,2022,11,37.87,30.93,34.16,0
Uttar Pradesh,2022,7,544.97,39.15,46.04,0
Maharashtra,2022,1,73.01,18.49,71.65,0
Punjab,2020,1,67.95,23.94,43.44,0
Punjab,2021,11,101.56,27.16,41.68,0
Punjab,2020,12,106.48,30.43,85.81,0
Karnataka,2022,7,246.99,35.28,73.78,0
Karnataka,2022,8,246.0,33.29,58.7,0
Maharashtra,2024,6,577.99,21.12,71.78,0
Madhya Pradesh,2021,7,352.79,39.05,51.45,0
Punjab,2023,7,584.87,37.83,47.57,0
Uttar Pradesh,2020,2,122.5,39.9,46.42,0
Uttar Pradesh,2022,10,71.15,29.44,49.17,0
Maharashtra,2024,7,206.11,22.84,48.33,0
Maharashtra,2021,8,377.44,21.76,86.76,0
Madhya Pradesh,2022,4,108.69,19.87,72.26,0
Punjab,2023,2,101.51,39.04,30.2,0
Karnataka,2022,9,299.17,38.41,90.59,0
Madhya Pradesh,2022,9,488.23,34.85,35.95,0
Maharashtra,2022,8,405.55,23.09,41.78,0
Uttar Pradesh,2021,2,123.44,20.97,60.46,0
Madhya Pradesh,2020,2,141.4,22.09,93.57,0
Uttar Pradesh,2023,5,149.2,30.22,41.06,0
Maharashtra,2023,12,54.25,27.34,50.11,0
Maharashtra,2021,5,49.29,39.39,39.97,0
Madhya Pradesh,2022,6,493.33,18.01,68.75,0
Karnataka,2023,8,566.38,24.33,42.06,0
Maharashtra,2023,12,101.24,33.68,74.72,0
Karnataka,2020,10,54.7,23.55,92.13,0
Uttar Pradesh,2023,3,139.26,28.06,85.0,0
Maharashtra,2022,3,73.33,27.34,40.19,0
Madhya Pradesh,2023,7,370.56,29.82,31.46,0
Maharashtra,2020,3,72.18,35.19,74.2,0
Maharashtra,2022,5,98.92,38.01,31.17,0
Karnataka,2023,1,87.99,35.32,65.19,0
Madhya Pradesh,2022,6,329.56,21.0,87.69,0
Punjab,2020,1,75.91,37.32,68.08,0
Madhya Pradesh,2021,3,104.39,35.69,72.85,0
Uttar Pradesh,2024,11,65.73,29.3,82.2,0
Uttar Pradesh,2024,6,349.46,26.54,36.22,0
Punjab,2021,2,138.04,20.0,72.13,0
Maharashtra,2020,9,365.28,26.92,74.17,0
Karnataka,2021,7,226.84,31.06,80.18,0
Uttar Pradesh,2021,2,125.95,21.75,88.33,0
Uttar Pradesh,2024,3,101.86,37.4,61.54,0
Maharashtra,2020,5,85.88,38.22,88.49,0
Punjab,2020,10,72.74,24.04,55.56,0
Madhya Pradesh,2020,12,64.29,24.31,47.46,0
Uttar Pradesh,2023,7,544.43,19.54,74.04,0
Madhya Pradesh,2023,8,269.13,25.58,34.0,0
Karnataka,2023,2,47.8,34.91,87.53,0
Maharashtra,2021,4,41.01,28.2,60.57,0
Maharashtra,2020,6,549.43,34.78,63.35,0
Punjab,2024,11,103.9,36.64,30.62,0
Karnataka,2024,8,361.16,37.96,78.12,0
Uttar Pradesh,2024,12,86.0,29.65,52.61,0
Uttar Pradesh,2021,5,82.87,32.42,57.19,0
Uttar Pradesh,2021,3,109.98,36.95,40.05,0
Maharashtra,2023,4,73.22,26.98,74.69,0
Uttar Pradesh,2024,5,44.98,32.09,87.04,0
Uttar Pradesh,2020,11,68.54,38.04,94.56,0
Karnataka,2023,3,24.85,23.13,91.77,0
Uttar Pradesh,2020,10,144.17,20.15,30.97,0
Karnataka,2022,11,32.55,39.91,41.7,0
Uttar Pradesh,2021,8,401.02,36.67,31.33,0
Uttar Pradesh,2023,6,441.8,24.09,86.05,0
Punjab,2023,3,49.68,33.11,73.82,0
Punjab,2024,7,288.6,18.77,56.6,0
Madhya Pradesh,2022,4,50.49,35.8,82.02,0
Maharashtra,2024,2,73.98,31.34,69.28,0
Maharashtra,2023,8,530.86,27.35,47.9,0
Maharashtra,2021,10,47.1,29.8,59.19,0
Madhya Pradesh,2023,10,71.62,20.01,76.71,0
Uttar Pradesh,2020,7,285.49,22.33,56.83,0
Karnataka,2024,3,41.89,30.84,54.15,0
Madhya Pradesh,2020,1,72.85,29.82,43.23,0
Madhya Pradesh,2021,3,31.81,37.37,58.19,0
Madhya Pradesh,2020,11,67.69,18.78,62.37,0
Madhya Pradesh,2021,6,421.67,30.29,75.96,0
Uttar Pradesh,2023,5,34.85,23.55,82.7,0
Uttar Pradesh,2024,9,578.87,20.99,62.35,0
Karnataka,2020,9,285.67,19.32,51.16,0
Maharashtra,2022,8,257.48,33.62,64.69,0
Punjab,2020,8,257.53,18.2,82.53,0
Punjab,2024,5,34.67,31.34,51.9,0
Maharashtra,2023,3,91.97,24.94,35.65,0
Maharashtra,2023,4,41.21,22.14,57.82,0
Karnataka,2024,8,463.31,23.8,30.78,0
Karnataka,2020,3,82.65,31.33,92.59,0
Uttar Pradesh,2020,12,92.53,28.37,67.27,0
Madhya Pradesh,2023,1,139.91,36.22,50.99,0
Maharashtra,2024,2,43.22,23.78,62.79,0
Madhya Pradesh,2023,3,114.17,29.07,34.41,0
Maharashtra,2021,3,111.3,35.73,48.82,0
Madhya Pradesh,2021,8,465.65,27.39,87.79,0
Karnataka,2022,6,538.09,29.56,74.95,0
Uttar Pradesh,2021,12,133.67,28.91,50.36,0
Karnataka,2021,4,115.51,22.84,55.25,0
Uttar Pradesh,2021,8,546.29,33.94,56.25,0
Karnataka,2023,2,40.06,25.83,48.47,0
Madhya Pradesh,2021,9,270.44,34.35,46.38,0
Karnataka,2023,9,381.67,26.49,93.84,0
Karnataka,2024,2,64.75,19.76,35.84,0
Karnataka,2024,9,436.3,31.19,57.22,0
Uttar Pradesh,2021,11,70.46,19.19,63.58,0
Madhya Pradesh,2023,2,80.66,21.29,36.75,0
Uttar Pradesh,2021,7,249.43,20.22,69.63,0
Maharashtra,2020,6,278.59,23.53,41.28,0
Maharashtra,2024,5,144.1,36.8,44.98,0
Uttar Pradesh,2021,3,55.86,22.62,61.97,0
Madhya Pradesh,2020,11,12.75,32.77,64.01,0
Madhya Pradesh,2024,1,135.81,21.62,82.27,0
Maharashtra,2023,7,516.78,20.8,55.91,0
Maharashtra,2023,5,33.82,23.6,47.11,0
Madhya Pradesh,2024,6,422.49,27.05,91.6,0
Maharashtra,2024,11,27.69,39.42,44.99,0
Maharashtra,2024,1,118.2,25.46,39.3,0
Karnataka,2024,10,130.1,24.79,72.83,0
Maharashtra,2020,2,89.3,28.38,62.23,0
Madhya Pradesh,2022,9,492.9,19.93,73.43,0
Madhya Pradesh,2020,5,135.41,19.27,39.14,0
Uttar Pradesh,2022,11,110.33,27.62,56.23,0
Maharashtra,2020,8,254.79,29.15,38.23,0
Maharashtra,2022,11,76.73,34.8,46.79,0
Punjab,2021,8,392.31,39.82,74.63,0
Maharashtra,2024,12,127.79,27.13,79.91,0
Madhya Pradesh,2022,11,15.67,20.7,43.2,0
Uttar Pradesh,2020,7,360.78,36.61,52.51,0
Karnataka,2024,8,461.85,33.6,68.1,0
Maharashtra,2020,11,60.01,30.7,52.25,0
Maharashtra,2023,9,233.55,39.84,38.27,0
Maharashtra,2024,10,20.13,37.33,49.62,0
Madhya Pradesh,2022,4,101.04,25.24,55.44,0
Punjab,2020,4,46.7,25.55,56.7,0
Madhya Pradesh,2023,5,110.86,29.25,91.33,0
Karnataka,2021,8,216.75,29.07,67.97,0
Madhya Pradesh,2024,5,138.83,19.08,67.28,0
Madhya Pradesh,2020,4,129.51,23.32,86.96,0
Punjab,2022,7,207.62,34.11,90.65,0
Maharashtra,2020,3,102.01,27.66,32.92,0
Uttar Pradesh,2024,2,138.82,28.35,31.88,0
Madhya Pradesh,2021,8,475.93,28.6,38.08,0
Punjab,2021,9,285.71,19.42,67.33,0
Madhya Pradesh,2021,10,97.08,29.13,83.11,0
Uttar Pradesh,2022,10,130.54,31.54,30.83,0
Punjab,2020,6,478.09,27.2,66.76,0
Maharashtra,2023,10,100.87,25.71,89.61,0
Madhya Pradesh,2021,9,253.59,32.77,30.28,0
Karnataka,2020,10,139.45,20.48,36.17,0
Uttar Pradesh,2024,8,333.2,26.22,43.93,0
Karnataka,2022,5,91.92,27.74,32.22,0
Madhya Pradesh,2022,4,54.75,35.83,74.83,0
Uttar Pradesh,2021,9,489.95,33.36,50.21,0
Maharashtra,2021,5,23.95,23.99,84.07,0
Madhya Pradesh,2023,4,147.27,28.86,30.63,0
Karnataka,2020,12,29.61,25.09,67.61,0
Karnataka,2022,9,230.04,38.75,53.73,0
Madhya Pradesh,2020,1,137.76,35.17,79.1,0
Uttar Pradesh,2022,1,94.94,31.79,71.47,0
Karnataka,2022,11,98.02,30.18,94.12,0
Karnataka,2024,4,112.52,35.09,86.71,0
Madhya Pradesh,2024,5,40.19,19.84,61.39,0
Karnataka,2022,3,81.97,36.24,58.85,0
Madhya Pradesh,2020,5,89.92,29.6,32.48,0
Punjab,2021,11,96.13,36.22,40.24,0
Punjab,2023,8,437.73,31.06,40.67,0
Punjab,2023,6,249.39,39.56,55.59,0
Uttar Pradesh,2021,6,290.97,21.77,73.39,0
Madhya Pradesh,2022,7,443.78,32.16,35.72,0
Karnataka,2024,9,557.41,26.56,50.37,0
Maharashtra,2023,6,384.94,26.58,86.13,0
Madhya Pradesh,2020,6,571.7,24.68,86.16,0
Maharashtra,2022,7,512.61,38.48,45.97,0
Karnataka,2020,11,90.77,24.04,83.57,0
Punjab,2024,6,202.13,30.43,52.05,0
Uttar Pradesh,2024,3,55.18,32.19,85.35,0
Punjab,2024,6,443.68,36.77,47.2,0
Karnataka,2024,5,82.73,27.91,30.76,0
Maharashtra,2022,1,87.95,32.55,68.47,0
Uttar Pradesh,2023,7,494.51,30.57,34.34,0
Uttar Pradesh,2021,6,246.58,31.12,47.87,0
Madhya Pradesh,2022,2,21.15,27.45,66.03,0
Karnataka,2023,1,56.02,33.85,71.85,0
Uttar Pradesh,2022,2,56.59,34.61,72.17,0
Punjab,2021,9,454.98,30.18,30.74,0
Maharashtra,2024,3,107.51,26.27,91.27,0
Karnataka,2020,2,124.52,30.93,46.39,0
Karnataka,2022,2,38.52,25.49,60.98,0
Karnataka,2021,3,51.45,29.33,40.75,0
Karnataka,2021,6,591.09,20.37,90.58,0
Karnataka,2022,4,137.9,29.56,77.12,0
Madhya Pradesh,2024,8,374.42,31.86,52.14,0
Maharashtra,2023,7,320.46,30.72,62.38,0
Madhya Pradesh,2020,7,431.81,24.31,53.85,0
Madhya Pradesh,2021,6,233.56,19.15,46.47,0
Karnataka,2020,11,20.39,20.28,82.84,0
Uttar Pradesh,2024,3,15.44,32.5,47.72,0
Karnataka,2021,8,548.62,28.67,49.86,0
Uttar Pradesh,2022,2,82.47,26.4,66.68,0
Madhya Pradesh,2023,5,26.03,39.93,57.66,0
Maharashtra,2023,3,58.75,33.62,53.65,0
Karnataka,2022,6,533.31,27.99,76.77,0
Maharashtra,2022,8,242.98,36.61,77.82,0
Karnataka,2021,10,39.64,21.2,50.56,0
Karnataka,2023,6,590.43,23.65,59.65,0
Maharashtra,2022,8,212.01,26.74,67.14,0
Madhya Pradesh,2020,1,143.44,29.37,83.24,0
Punjab,2022,2,86.6,18.9,50.48,0
Karnataka,2021,9,430.22,38.91,85.84,0
Maharashtra,2024,2,41.97,22.84,43.08,0
Karnataka,2024,10,139.15,36.76,80.37,0
Punjab,2020,3,64.98,29.1,60.18,0
Punjab,2020,4,45.48,29.11,31.98,0
Uttar Pradesh,2022,3,28.45,37.5,78.86,0
Maharashtra,2022,9,369.15,29.38,54.05,0
Karnataka,2020,7,496.31,35.25,79.61,0
Maharashtra,2024,10,111.17,22.5,51.97,0
Madhya Pradesh,2023,5,75.78,25.28,79.07,0
Karnataka,2022,9,331.74,21.04,55.94,0
Uttar Pradesh,2023,1,147.19,22.97,69.79,0
Madhya Pradesh,2023,10,70.62,19.56,61.71,0
Karnataka,2021,8,480.87,29.29,86.69,0
Punjab,2020,11,50.45,19.9,90.88,0
Karnataka,2023,12,62.95,30.68,81.48,0
Karnataka,2022,9,329.73,33.76,38.8,0
Uttar Pradesh,2022,3,50.78,21.18,82.73,0
Maharashtra,2021,9,289.06,33.78,91.31,0
Punjab,2024,5,83.89,29.88,59.97,0
Maharashtra,2023,2,55.62,28.46,69.18,0
Madhya Pradesh,2022,9,594.4,38.63,86.04,0
Madhya Pradesh,2024,12,134.48,28.29,72.73,0
Maharashtra,2023,1,135.31,26.64,92.51,0
Madhya Pradesh,2020,7,366.31,31.22,76.14,0
Punjab,2023,7,580.24,23.38,78.5,0
Maharashtra,2020,2,82.91,23.91,80.48,0
Uttar Pradesh,2024,11,87.31,32.54,50.99,0
Karnataka,2020,5,77.38,31.58,56.32,0
Uttar Pradesh,2021,8,279.35,39.16,63.25,0
Punjab,2024,4,112.75,27.04,53.08,0
Maharashtra,2024,12,67.0,27.0,65.37,0
Uttar Pradesh,2021,2,86.09,28.94,38.76,0
Karnataka,2022,2,79.45,21.72,38.2,0
Uttar Pradesh,2024,8,573.06,31.31,72.87,0
Madhya Pradesh,2020,7,360.72,38.0,71.47,0
Karnataka,2024,10,117.68,26.11,92.4,0
Maharashtra,2023,7,528.18,36.79,41.19,0
Punjab,2023,7,308.39,24.28,47.61,0
Karnataka,2022,1,129.76,18.7,34.95,0
Uttar Pradesh,2020,9,309.57,22.4,45.07,0
Madhya Pradesh,2022,2,121.71,30.39,30.38,0
Punjab,2024,1,70.11,26.97,37.41,0
Uttar Pradesh,2024,1,104.66,33.45,76.86,0
Madhya Pradesh,2020,7,491.39,18.0,92.0,0
Madhya Pradesh,2021,9,525.68,37.89,31.02,0
Uttar Pradesh,2023,2,140.74,35.82,84.42,0
Uttar Pradesh,2024,10,23.06,34.25,92.39,0
Punjab,2024,1,105.0,30.55,91.47,0
Uttar Pradesh,2024,7,377.17,31.18,60.96,0
Madhya Pradesh,2023,6,573.14,19.67,62.57,0
Punjab,2021,5,106.17,35.42,67.9,0
Karnataka,2020,7,563.57,38.72,34.18,0
Karnataka,2022,1,66.33,18.52,51.41,0
Uttar Pradesh,2022,5,85.16,38.04,85.03,0
Punjab,2021,6,251.0,20.05,68.3,0
Karnataka,2024,5,84.5,23.86,88.46,0
Maharashtra,2023,8,570.95,26.86,87.87,0
Karnataka,2022,8,353.58,34.21,60.94,0
Punjab,2023,9,249.03,38.41,59.52,0
Karnataka,2021,10,112.83,26.08,31.23,0
Punjab,2020,5,24.07,28.92,74.85,0
Uttar Pradesh,2020,7,333.89,33.3,75.41,0
Karnataka,2022,7,481.57,28.84,89.47,0
Maharashtra,2021,7,395.68,27.91,42.96,0
Uttar Pradesh,2021,12,53.07,18.93,71.18,0
Punjab,2020,4,44.8,24.69,80.1,0
Karnataka,2020,7,330.89,23.33,40.99,0
Madhya Pradesh,2023,9,509.94,20.85,59.49,0
Maharashtra,2023,11,80.97,33.12,71.16,0
Madhya Pradesh,2023,4,123.5,18.98,49.27,0
Madhya Pradesh,2022,9,312.05,21.21,48.8,0
Uttar Pradesh,2020,7,323.91,29.48,73.14,0
Madhya Pradesh,2023,8,352.44,33.83,51.85,0
Uttar Pradesh,2020,12,50.64,29.91,31.54,0
Maharashtra,2021,2,21.17,27.2,91.29,0
Maharashtra,2024,7,488.6,19.94,85.01,0
Uttar Pradesh,2020,10,112.52,31.44,83.32,0
Madhya Pradesh,2020,9,361.64,22.87,63.28,0
Karnataka,2023,8,419.54,29.84,66.73,0
Maharashtra,2022,4,142.82,37.85,86.92,0
Karnataka,2022,7,520.57,38.76,36.4,0
Maharashtra,2020,10,47.12,28.89,85.02,0
Maharashtra,2023,3,80.72,34.46,39.03,0
Madhya Pradesh,2023,10,45.34,34.1,40.71,0
Uttar Pradesh,2023,1,59.19,23.83,52.74,0
Punjab,2024,10,109.17,26.09,66.09,0
Uttar Pradesh,2024,4,23.99,35.71,54.04,0
Uttar Pradesh,2023,3,100.79,33.96,43.63,0
Uttar Pradesh,2022,1,133.85,31.56,57.87,0
Madhya Pradesh,2022,12,35.53,38.73,79.08,0
Uttar Pradesh,2021,8,283.21,25.43,82.63,0
Maharashtra,2020,6,478.27,34.85,58.68,0
Uttar Pradesh,2020,3,110.31,26.5,43.73,0
Madhya Pradesh,2022,12,98.57,39.47,50.19,0
Maharashtra,2024,4,74.54,32.83,65.2,0
Punjab,2024,11,128.08,34.76,33.79,0
Maharashtra,2023,5,149.78,34.55,86.15,0
Karnataka,2021,3,101.17,36.84,37.3,0
Maharashtra,2023,6,339.1,37.28,43.11,0
Karnataka,2020,2,20.95,35.34,84.31,0
Madhya Pradesh,2020,2,32.77,36.8,74.64,0
Uttar Pradesh,2023,9,408.03,36.27,57.25,0
Madhya Pradesh,2021,12,37.16,24.27,62.84,0
Maharashtra,2022,11,84.39,35.72,81.44,0
Punjab,2024,11,91.39,35.18,42.47,0
Karnataka,2023,12,17.01,37.22,34.91,0
Maharashtra,2023,12,44.54,33.3,56.61,0
Maharashtra,2023,8,550.53,24.56,30.77,0
Punjab,2024,3,52.09,30.72,54.44,0
Madhya Pradesh,2020,1,84.88,37.29,89.31,0
Maharashtra,2022,9,306.39,28.17,65.69,0
Karnataka,2022,2,142.88,39.97,45.3,0
Uttar Pradesh,2023,8,490.79,26.32,30.53,0
Maharashtra,2021,2,11.3,28.13,61.74,0
Madhya Pradesh,2020,12,13.16,33.11,49.11,0
Maharashtra,2024,8,423.96,24.62,40.86,0
Uttar Pradesh,2021,5,67.0,23.11,64.76,0
Madhya Pradesh,2024,2,37.84,29.18,40.23,0
Uttar Pradesh,2020,6,468.39,34.59,37.18,0
Uttar Pradesh,2020,5,75.49,19.56,68.88,0
Punjab,2021,9,305.76,29.61,63.63,0
Madhya Pradesh,2023,6,569.74,30.08,67.89,0
Maharashtra,2022,2,66.23,38.88,80.52,0
